Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
210332316,000003F6,false,Rx,0,7,00,11,20,00,00,C0,01,00,
210355234,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
210461315,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
210493969,000003F6,false,Rx,0,7,00,0A,50,00,00,C0,01,00,
210610149,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
211094101,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
211110409,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
211295774,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
211332647,000003F6,false,Rx,0,7,00,11,30,00,00,C0,01,00,
211355315,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
211535004,000003F6,false,Rx,0,7,00,0A,60,00,00,C0,01,00,
211610243,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
211612189,000003E5,false,Rx,0,6,01,00,00,00,00,00,00,00,
211784009,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
212110538,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
212135329,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
212294316,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
212332866,000003F6,false,Rx,0,7,00,11,40,00,00,C0,01,00,
212355936,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
212575375,000003F6,false,Rx,0,7,00,0A,70,00,00,C0,01,00,
212611304,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
213111393,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
213175641,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
213294369,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
213334144,000003F6,false,Rx,0,7,00,11,50,00,00,C0,01,00,
213356217,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
213611426,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
213614486,000003F6,false,Rx,0,7,00,0A,80,00,00,C0,01,00,
214111506,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
214214794,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
214295099,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
214333913,000003F6,false,Rx,0,7,00,11,60,00,00,C0,01,00,
214356588,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
214612082,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
214655504,000003F6,false,Rx,0,7,00,0A,90,00,00,C0,01,00,
215111842,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
215256991,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
215295425,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
215334368,000003F6,false,Rx,0,7,00,11,70,00,00,C0,01,00,
215357204,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
215611911,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
215695444,000003F6,false,Rx,0,7,00,0A,A0,00,00,C0,01,00,
215959643,000003E5,false,Rx,0,6,01,00,00,00,00,00,00,00,
216082482,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
216112403,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
216296131,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
216334696,000003F6,false,Rx,0,7,00,11,80,00,00,C0,01,00,
216357217,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
216612406,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
216735793,000003F6,false,Rx,0,7,00,0A,B0,00,00,C0,01,00,
217112597,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
217296707,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
217334138,000003F6,false,Rx,0,7,00,11,90,00,00,C0,01,00,
217336070,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
217357978,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
217613078,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
217650800,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
217665359,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
217775972,000003F6,false,Rx,0,7,00,0A,C0,00,00,C0,01,00,
217822676,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
217863968,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
217872500,000001A1,false,Rx,0,8,00,83,46,FF,FF,FF,FF,FF,
218112883,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
218165374,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
218295761,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
218335378,000003F6,false,Rx,0,7,00,11,A0,00,00,C0,01,00,
218357965,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
218376026,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
218382440,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
218612909,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
218665657,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
218669493,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
218674620,00000167,false,Rx,0,8,09,26,FF,FF,00,00,00,00,
218815953,000003F6,false,Rx,0,7,00,0A,D0,00,00,C0,01,00,
218822064,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
218903847,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
219113627,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
219195741,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
219296201,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
219335707,000003F6,false,Rx,0,7,00,11,B0,00,00,C0,01,00,
219358580,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
219416376,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
219423735,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
219576699,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
219604837,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
219613583,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
219728535,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
219856212,000003F6,false,Rx,0,7,00,0A,E0,00,00,C0,01,00,
220113329,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
220296547,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
220336054,000003F6,false,Rx,0,7,00,11,C0,00,00,C0,01,00,
220358946,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
220455531,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
220614290,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
220655489,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
220666404,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
220767102,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
220896401,000003F6,false,Rx,0,7,00,0A,F0,00,00,C0,01,00,
220984531,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
221114491,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
221166403,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
221296881,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
221337438,000003F6,false,Rx,0,7,00,11,D0,00,00,C0,01,00,
221358337,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
221496794,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
221504354,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
221614608,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
221666687,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
221936501,000003F6,false,Rx,0,7,00,0B,00,00,00,C0,01,00,
222023366,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
222114570,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
222166745,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
222184188,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
222187293,00000167,false,Rx,0,8,09,26,FF,FF,00,00,00,00,
222297239,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
222305734,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
222337092,000003F6,false,Rx,0,7,00,11,E0,00,00,C0,01,00,
222359650,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
222537167,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
222544848,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
222614567,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
222697130,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
222976991,000003F6,false,Rx,0,7,00,0B,10,00,00,C0,01,00,
223063539,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
223114969,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
223197100,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
223297487,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
223336331,000003F6,false,Rx,0,7,00,11,F0,00,00,C0,01,00,
223359986,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
223384860,000003E5,false,Rx,0,6,00,00,04,00,00,00,00,00,
223386430,00000167,false,Rx,0,8,09,06,FF,FF,00,00,00,00,
223389968,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
223496788,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
223577722,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
223614971,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
224017263,000003F6,false,Rx,0,7,00,0B,20,00,00,C0,01,00,
224115309,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
224297905,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
224335833,000003F6,false,Rx,0,7,00,12,00,00,00,C0,01,00,
224359592,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
224615110,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
224615119,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
225056937,000003F6,false,Rx,0,7,00,0B,30,00,00,C0,01,00,
225116268,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
225298230,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
225338119,000003F6,false,Rx,0,7,00,12,10,00,00,C0,01,00,
225361000,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
225616639,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
225657488,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
226097551,000003F6,false,Rx,0,7,00,0B,40,00,00,C0,01,00,
226115845,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
226298576,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
226338457,000003F6,false,Rx,0,7,00,12,20,00,00,C0,01,00,
226360995,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
226616550,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
226697681,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
227116278,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
227137401,000003F6,false,Rx,0,7,00,0B,50,00,00,C0,01,00,
227298854,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
227338785,000003F6,false,Rx,0,7,00,12,30,00,00,C0,01,00,
227361353,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
227375955,00000265,false,Rx,0,4,A4,10,00,0A,00,00,00,00,
227608785,000003E5,false,Rx,0,6,40,00,00,00,00,00,00,00,
227616357,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
227618694,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
227737497,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
227744986,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
227823062,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
228116702,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
228119639,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
228177671,000003F6,false,Rx,0,7,00,0B,60,00,00,C0,01,00,
228265531,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
228299207,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
228339142,000003F6,false,Rx,0,7,00,12,40,00,00,C0,01,00,
228361771,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
228616134,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
228619332,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
228778341,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
228784273,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
229117250,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
229119191,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
229217997,000003F6,false,Rx,0,7,00,0B,70,00,00,C0,01,00,
229299554,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
229307099,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
229339490,000003F6,false,Rx,0,7,00,12,50,00,00,C0,01,00,
229362413,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
229617359,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
229620014,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
229789620,000003E5,false,Rx,0,6,00,00,00,00,00,04,00,00,
229818996,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
229825273,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
229872496,000001A1,false,Rx,0,8,80,08,41,FF,FF,FF,FF,FF,
229910945,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
230116495,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
230119364,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
230258537,000003F6,false,Rx,0,7,00,0B,80,00,00,C0,01,00,
230300200,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
230339806,000003F6,false,Rx,0,7,00,12,60,00,00,C0,01,00,
230345264,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
230362695,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
230619998,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
230620020,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
230818337,000003E5,false,Rx,0,6,00,00,00,00,00,04,00,00,
230858947,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
230865879,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
230981095,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
231117674,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
231120101,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
231296693,000003F6,false,Rx,0,7,00,0B,90,00,00,C0,01,00,
231300618,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
231340141,000003F6,false,Rx,0,7,00,12,70,00,00,C0,01,00,
231363582,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
231387569,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
231480413,00000225,false,Rx,0,5,22,10,20,03,98,00,00,00,
231491283,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
231618165,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
231896707,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
231905998,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
231991351,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
232049719,00000225,false,Rx,0,5,22,00,20,03,98,00,00,00,
232118405,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
232274210,00000225,false,Rx,0,5,32,00,20,03,98,00,00,00,
232300914,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
232337143,000003F6,false,Rx,0,7,00,0B,A0,00,00,C0,01,00,
232340518,000003F6,false,Rx,0,7,00,12,80,00,00,C0,01,00,
232363449,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
232426086,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
232436048,000002A5,false,Rx,0,8,00,00,00,00,00,00,00,00,
232437724,00000225,false,Rx,0,5,32,00,20,04,08,00,00,00,
232439434,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
232492391,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
232589337,00000225,false,Rx,0,5,30,00,20,04,08,00,00,00,
232618397,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
232712098,00000265,false,Rx,0,4,A0,00,00,00,00,00,00,00,
232763059,00000265,false,Rx,0,4,A4,00,00,00,00,00,00,00,
232804026,00000265,false,Rx,0,4,A4,10,00,0F,00,00,00,00,
232937649,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
232945865,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
233101986,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
233118998,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
233301547,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
233341166,000003F6,false,Rx,0,7,00,12,90,00,00,C0,01,00,
233364113,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
233377631,000003F6,false,Rx,0,7,00,0B,B0,00,00,C0,01,00,
233466035,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
233600114,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
233619059,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
233689692,000002A5,false,Rx,0,8,20,42,61,73,69,61,20,20,
233832094,000003E5,false,Rx,0,6,00,00,00,00,00,04,00,00,
233977785,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
233986246,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
234046339,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
234101024,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
234120035,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
234301606,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
234341549,000003F6,false,Rx,0,7,00,12,A0,00,00,C0,01,00,
234364481,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
234417681,000003F6,false,Rx,0,7,00,0B,C0,00,00,C0,01,00,
234506752,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
234601366,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
234619416,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
235017873,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
235026493,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
235102972,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
235119388,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
235300926,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
235341042,000003F6,false,Rx,0,7,00,12,B0,00,00,C0,01,00,
235364635,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
235457723,000003F6,false,Rx,0,7,00,0B,D0,00,00,C0,01,00,
235522763,000002A5,false,Rx,0,8,53,74,65,70,6E,69,2D,20,
235542376,000003E5,false,Rx,0,6,00,00,00,00,00,01,00,00,
235546529,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
235601975,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
235620050,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
235716912,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
236057551,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
236066426,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
236103629,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
236119736,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
236144317,000003E5,false,Rx,0,6,00,00,00,00,00,01,00,00,
236286898,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
236302595,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
236341975,000003F6,false,Rx,0,7,00,12,C0,00,00,C0,01,00,
236365057,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
236497791,000003F6,false,Rx,0,7,00,0B,E0,00,00,C0,01,00,
236586248,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
236601988,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
236619734,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
236836736,000003E5,false,Rx,0,6,00,00,00,00,00,01,00,00,
236874962,000001A1,false,Rx,0,8,00,65,41,FF,FF,FF,FF,FF,
237008684,000003E5,false,Rx,0,6,00,00,00,00,00,00,00,00,
237098849,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
237106335,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
237119950,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
237302903,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
237342538,000003F6,false,Rx,0,7,00,12,D0,00,00,C0,01,00,
237365417,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
237447479,000000A4,false,Rx,0,8,10,44,10,00,00,00,57,69,
237453802,000000A4,false,Rx,0,8,21,61,64,6F,6D,6F,73,63,
237468766,000000A4,false,Rx,0,8,22,69,20,2D,20,20,20,20,
237484522,000000A4,false,Rx,0,8,23,20,20,20,20,20,20,20,
237498207,000000A4,false,Rx,0,8,24,20,20,20,20,20,20,20,
237513913,000000A4,false,Rx,0,8,25,20,20,20,20,20,20,20,
237530582,000000A4,false,Rx,0,8,26,20,20,20,20,20,20,20,
237538438,000003F6,false,Rx,0,7,00,0B,F0,00,00,C0,01,00,
237544750,000000A4,false,Rx,0,8,27,20,20,20,20,20,20,20,
237562002,000000A4,false,Rx,0,8,28,20,20,20,20,20,20,20,
237576035,000000A4,false,Rx,0,7,29,20,20,20,20,20,20,00,
237602325,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
237620354,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
237626489,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
238102311,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
238120352,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
238138267,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
238146371,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
238240912,00000225,false,Rx,0,5,12,00,20,04,08,00,00,00,
238252429,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
238301804,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
238342267,000003F6,false,Rx,0,7,00,12,E0,00,00,C0,01,00,
238365789,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
238426555,000000A4,false,Rx,0,6,05,10,00,00,00,00,00,00,
238578952,000003F6,false,Rx,0,7,00,0C,00,00,00,C0,01,00,
238620750,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
238666823,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
238751337,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
239121703,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
239178915,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
239189595,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
239252832,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
239303589,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
239343215,000003F6,false,Rx,0,7,00,12,F0,00,00,C0,01,00,
239366092,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
239619076,000003F6,false,Rx,0,7,00,0C,10,00,00,C0,01,00,
239622420,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
239706708,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
239752850,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
240121596,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
240219117,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
240226059,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
240252931,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
240303694,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
240343544,000003F6,false,Rx,0,7,00,13,00,00,00,C0,01,00,
240366459,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
240562613,000002A5,false,Rx,0,8,00,00,00,00,00,00,00,00,
240565124,00000225,false,Rx,0,5,12,00,20,04,3A,00,00,00,
240565134,00000265,false,Rx,0,4,80,00,00,00,00,00,00,00,
240621757,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
240659504,000003F6,false,Rx,0,7,00,0C,20,00,00,C0,01,00,
240696425,00000225,false,Rx,0,5,10,00,20,04,3A,00,00,00,
240747284,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
240777692,00000265,false,Rx,0,4,84,00,00,00,00,00,00,00,
240818357,00000265,false,Rx,0,4,A4,10,00,0F,00,00,00,00,
241121602,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
241204569,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
241259763,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
241267434,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
241304043,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
241343904,000003F6,false,Rx,0,7,00,13,10,00,00,C0,01,00,
241366581,00000120,false,Rx,0,8,7C,10,00,03,00,04,00,08,
241470658,00000225,false,Rx,0,5,32,00,20,04,3A,00,00,00,
241474276,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
241621784,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
241699850,000003F6,false,Rx,0,7,00,0C,30,00,00,C0,01,00,
241787540,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
241876242,000001A1,false,Rx,0,8,80,E0,46,FF,FF,FF,FF,FF,
241974230,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
242122855,00000260,false,Rx,0,8,01,03,B1,40,00,D0,00,10,
242299946,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
242304649,00000525,false,Rx,0,8,05,00,00,00,00,00,00,00,
242308060,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
242344252,000003F6,false,Rx,0,7,00,13,20,00,00,C0,01,00,
242367729,00000120,false,Rx,0,8,FC,00,00,00,00,0F,00,00,
242474599,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
242622638,00000260,false,Rx,0,8,02,03,92,C0,00,D0,00,10,
242739235,000003F6,false,Rx,0,7,00,0C,40,00,00,C0,01,00,
242827534,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
242974524,000000DF,false,Rx,0,3,90,00,70,00,00,00,00,00,
243122444,00000260,false,Rx,0,8,03,03,A4,C0,00,C0,00,00,
243339821,00000525,false,Rx,0,8,05,00,01,00,00,00,00,00,
243344649,000003F6,false,Rx,0,7,00,13,30,00,00,C0,01,00,
243347331,000000DF,false,Rx,0,3,10,00,50,00,00,00,00,00,
243367480,00000120,false,Rx,0,8,BC,00,00,00,00,00,00,00,
